Customer_ID,Loan_ID,Age,Income_INR,Employment_Years,Marital_Status,Education_Level,Credit_History_Length,Savings_Account_Balance,Loan_Type,Loan_Amount,Loan_Tenure_Months,Interest_Rate_Pct,EMI_Amount,Pay_History,Delinquency_12M,Credit_Card_Utilization,Behavior_Spending_Score,Behavior_Repayment_Score,No_of_Open_Accounts,Total_Credit_Limit,Total_Current_Balance,Credit_Utilization_Ratio,No_of_Inquiries_6M,DPD_30,DPD_60,DPD_90,Worst_Current_Status,Oldest_Trade_Open_Months,Outstanding_Loans,Avg_Balance_6M,Bounce_Count_6M,Transaction_Count_3M,Max_DPD_12M,Missed_Payment_Count,Collateral_Value,LTV_Ratio,Default,Default_Date,Disbursal_Date,Vintage_Q,MOB_at_default,MOB_on_book,Target,sample
334,LOAN00334,57,1132168,10,Married,Graduate,5,687192,Home Loan,671014,48,14.86,18627,Average,0,0.96,28,98,9,523065,1907959,0.15,1,0,0,0,2,216,2,715712,5,5,60,0,1104251.0,0.6077,1,2020-05-24,2019-05-25,2019Q2,12.0,55,1,train
213,LOAN00213,56,543100,14,Married,High School,13,138327,Auto Loan,1291496,60,10.16,27542,Average,0,0.15,56,85,2,314857,845520,0.71,0,0,0,0,0,81,0,154591,4,18,90,0,1666222.0,0.7751,1,2020-05-31,2019-01-08,2019Q1,16.0,59,1,train
256,LOAN00256,63,794799,20,Married,Graduate,16,493463,Personal Loan,509236,24,15.15,24727,Poor,0,0.8,47,35,5,1809057,1078969,0.09,2,1,0,0,0,64,6,588144,4,175,15,0,,,1,2021-10-12,2021-03-27,2021Q1,7.0,33,1,train
246,LOAN00246,22,2012666,28,Married,High School,18,43980,Business Loan,1288074,24,14.67,62252,Average,0,0.42,34,26,2,1125722,235610,0.53,1,0,0,0,0,198,2,91497,1,23,15,0,1803649.0,0.7141,0,,2021-01-26,2021Q1,,35,0,train
111,LOAN00111,31,865187,29,Married,Graduate,17,715058,Auto Loan,1599238,72,10.31,29877,Average,2,0.95,96,86,7,1239055,2240606,0.86,3,0,0,0,0,68,3,776243,6,74,15,2,2245139.0,0.7123,1,2023-08-12,2021-04-19,2021Q2,28.0,32,1,train
419,LOAN00419,60,1159585,6,Single,High School,19,341261,Business Loan,919062,60,13.2,21005,Average,0,0.43,51,95,2,912897,838039,0.41,2,0,0,0,0,93,8,351104,2,41,90,0,1442054.0,0.6373,0,,2020-07-08,2020Q3,,41,0,train
181,LOAN00181,44,1458472,7,Married,Postgraduate,13,478480,Auto Loan,1517087,36,9.24,48412,Average,3,0.95,84,5,7,1951017,1614673,0.83,4,0,0,0,0,211,6,487694,6,139,60,3,1954807.0,0.7761,1,2023-06-04,2020-08-01,2020Q3,34.0,40,1,train
191,LOAN00191,21,720818,24,Married,Graduate,19,89880,Business Loan,1713799,60,11.31,37527,Average,4,0.03,24,20,1,2113798,551753,0.67,2,2,1,0,0,138,7,55099,5,130,60,4,2000717.0,0.8566,1,2022-10-20,2020-11-20,2020Q4,23.0,37,1,train
448,LOAN00448,61,692147,28,Single,Graduate,5,596792,Personal Loan,1786182,36,19.55,65972,Good,2,0.92,100,22,10,2019243,1416205,0.09,0,0,0,0,3,58,3,625759,1,118,90,2,,,0,,2019-09-27,2019Q3,,51,0,train
305,LOAN00305,33,225398,12,Married,Graduate,3,524173,Education Loan,969042,36,13.72,32987,Good,0,0.37,89,77,2,1344073,982786,0.77,4,1,1,1,0,150,8,474501,1,21,60,0,,,0,,2020-10-15,2020Q4,,38,0,train
33,LOAN00033,56,2373097,27,Married,Graduate,10,144752,Business Loan,626677,24,10.37,29025,Average,2,0.41,10,69,11,969994,620765,0.97,2,2,2,1,3,171,8,104042,3,15,60,1,692838.0,0.9045,1,2021-10-04,2020-11-24,2020Q4,11.0,37,1,train
384,LOAN00384,63,2061278,12,Married,Graduate,10,338164,Auto Loan,1004189,24,14.53,48465,Poor,2,0.95,84,45,4,1061755,1399976,0.5,0,2,2,1,0,210,8,293707,1,92,60,2,1679150.0,0.598,0,,2019-06-14,2019Q2,,54,0,train
68,LOAN00068,56,899609,5,Single,Postgraduate,2,564128,Auto Loan,443162,12,12.94,39569,Good,3,0.68,68,92,10,938733,498405,0.97,3,0,0,0,1,64,9,573422,1,10,15,2,600026.0,0.7386,0,,2019-02-17,2019Q1,,58,0,train
376,LOAN00376,37,1979380,9,Married,Postgraduate,7,955317,Home Loan,1253789,36,12.38,41871,Average,2,0.69,92,8,7,2125757,2244668,0.11,3,0,0,0,2,72,6,917385,1,172,15,1,1571301.0,0.7979,0,,2020-04-18,2020Q2,,44,0,train
375,LOAN00375,40,2419498,23,Single,High School,13,940500,Home Loan,1026146,24,12.14,48371,Good,0,0.74,45,91,4,2848254,270303,0.43,4,0,0,0,0,43,1,905648,3,24,60,0,1710169.0,0.6,0,,2019-01-26,2019Q1,,59,0,train
290,LOAN00290,33,1682962,26,Divorced,Graduate,10,531034,Personal Loan,1328025,72,10.36,24844,Poor,0,0.93,44,22,10,1332032,865407,0.39,3,0,0,0,0,201,7,527999,5,109,30,0,,,1,2020-02-19,2019-02-01,2019Q1,12.0,58,1,train
336,LOAN00336,44,1008005,15,Married,Postgraduate,13,254090,Personal Loan,412571,24,9.58,18958,Good,0,0.34,21,27,7,1205523,203937,0.8,0,0,0,0,1,31,5,308844,1,152,60,0,,,0,,2020-02-10,2020Q1,,46,0,train
388,LOAN00388,47,928068,13,Married,High School,19,149516,Home Loan,735831,12,16.15,66814,Average,0,0.57,81,19,1,811319,535309,0.43,1,2,2,1,0,18,4,129563,2,29,90,0,1283537.0,0.5733,0,,2021-02-03,2021Q1,,34,0,train
199,LOAN00199,39,1315510,25,Single,High School,18,459362,Business Loan,497492,36,13.21,16812,Average,1,0.88,1,53,4,1206701,1290687,0.94,1,1,1,0,0,209,2,505187,3,58,90,1,609534.0,0.8162,0,,2020-01-31,2020Q1,,47,0,train
190,LOAN00190,39,638476,27,Divorced,Postgraduate,7,261797,Personal Loan,313035,72,15.41,6689,Poor,2,0.14,6,79,7,1325178,2068820,0.14,4,1,1,1,1,232,7,360551,7,13,90,2,,,1,2022-04-28,2021-02-16,2021Q1,14.0,34,1,train
160,LOAN00160,43,732615,6,Single,High School,14,483444,Personal Loan,1449066,24,12.67,68666,Poor,4,0.31,17,94,11,613345,262345,0.89,2,0,0,0,0,35,7,435547,3,168,60,3,,,1,2022-08-08,2020-08-29,2020Q3,24.0,40,1,train
131,LOAN00131,27,2381830,2,Married,Postgraduate,5,454906,Personal Loan,682209,48,11.9,17931,Good,0,0.84,14,4,6,1723287,106857,0.85,4,0,0,0,0,51,7,414683,0,170,15,0,,,0,,2021-02-11,2021Q1,,34,0,train
321,LOAN00321,48,1044011,19,Divorced,High School,1,616024,Auto Loan,1123310,36,13.17,37940,Average,2,0.61,8,22,1,2705840,48635,0.48,2,0,0,0,2,199,8,621631,4,128,0,1,1738142.0,0.6463,1,2023-10-25,2021-06-18,2021Q2,28.0,30,1,train
50,LOAN00050,33,1942438,3,Single,Graduate,11,647116,Education Loan,917436,24,13.35,43767,Good,1,0.13,85,87,8,178096,1238528,0.55,2,0,0,0,2,212,2,737443,2,13,30,1,,,0,,2021-08-04,2021Q3,,28,0,train
266,LOAN00266,33,663932,6,Divorced,PhD,6,454201,Home Loan,481191,24,13.24,22930,Good,5,0.61,5,94,8,1313549,939842,0.8,3,2,2,1,0,70,6,461528,1,140,60,4,753687.0,0.6384,0,,2021-03-07,2021Q1,,33,0,train
454,LOAN00454,49,1167594,22,Single,PhD,6,116733,Personal Loan,441496,36,13.1,14897,Poor,0,0.37,85,91,5,372272,282348,0.97,2,1,1,1,0,143,2,103094,3,17,90,0,,,1,2020-08-19,2020-01-11,2020Q1,7.0,47,1,train
38,LOAN00038,33,1781145,9,Single,Graduate,4,800666,Home Loan,1143100,12,9.78,100379,Good,2,0.19,12,43,3,1706173,2165726,0.31,0,1,1,1,0,194,4,765870,4,140,90,2,1483028.0,0.7708,1,2022-10-15,2021-08-18,2021Q3,14.0,28,1,train
407,LOAN00407,50,1360461,7,Single,Graduate,7,765318,Auto Loan,1042268,60,12.2,23290,Average,0,0.5,42,1,7,1277277,1912377,0.58,0,0,0,0,3,19,8,825892,1,107,30,0,1529859.0,0.6813,0,,2019-05-29,2019Q2,,55,0,train
436,LOAN00436,52,981857,23,Married,PhD,15,234667,Personal Loan,788771,36,11.08,25853,Average,0,0.77,40,90,11,1651348,1954650,0.2,4,2,1,1,1,181,9,237114,6,132,90,0,,,1,2020-12-19,2020-03-10,2020Q1,9.0,45,1,train
244,LOAN00244,21,1817993,19,Married,PhD,17,975833,Personal Loan,1550154,36,8.83,49171,Average,0,0.49,5,73,2,2789929,1083116,0.95,2,0,0,0,2,100,3,1016071,7,31,30,0,,,1,2022-03-12,2021-05-03,2021Q2,10.0,31,1,train
227,LOAN00227,32,2080652,3,Single,Postgraduate,19,867102,Home Loan,284583,60,8.86,5888,Average,1,0.59,53,10,7,911847,1877878,0.05,0,1,0,0,0,176,8,916240,0,88,15,0,452626.0,0.6287,0,,2021-05-03,2021Q2,,31,0,train
40,LOAN00040,48,2132456,17,Married,Postgraduate,9,977993,Home Loan,1373651,60,12.65,31009,Average,2,0.44,5,85,4,554253,2262617,0.06,3,1,0,0,1,105,1,992782,2,47,15,1,2004351.0,0.6853,0,,2021-04-04,2021Q2,,32,0,train
352,LOAN00352,45,759334,25,Married,PhD,3,453296,Auto Loan,1448542,24,17.91,72254,Good,3,0.36,21,1,9,1598693,430691,0.27,3,1,1,0,0,39,3,469591,2,11,30,3,2104997.0,0.6881,0,,2021-11-16,2021Q4,,25,0,train
363,LOAN00363,42,1883463,0,Married,Postgraduate,7,619767,Home Loan,231603,36,10.66,7545,Poor,2,0.24,44,8,9,1698654,1404909,0.88,1,1,1,0,0,220,1,704422,6,134,90,2,386320.0,0.5995,1,2021-08-27,2019-04-19,2019Q2,28.0,56,1,train
254,LOAN00254,41,2213400,2,Married,Graduate,8,610975,Education Loan,1667475,72,7.0,28428,Average,0,0.6,7,9,7,1786758,826057,0.2,3,0,0,0,1,47,9,669976,2,39,15,0,,,0,,2019-07-25,2019Q3,,53,0,train
228,LOAN00228,42,2070351,4,Married,Graduate,2,402654,Personal Loan,974750,36,10.93,31879,Good,1,0.21,45,7,6,166928,696434,0.26,1,0,0,0,3,151,9,484420,6,29,15,1,,,1,2023-06-29,2021-08-16,2021Q3,22.0,28,1,train
171,LOAN00171,51,1406562,23,Single,High School,11,521490,Business Loan,353242,24,12.38,16691,Average,0,0.72,82,53,5,2721907,2169213,0.02,0,1,1,1,0,194,2,608349,2,101,90,0,428488.0,0.8244,0,,2021-09-04,2021Q3,,27,0,train
286,LOAN00286,45,589306,11,Single,High School,18,65428,Auto Loan,1577639,60,19.39,41264,Good,3,0.88,11,91,7,1602391,25750,0.18,0,0,0,0,1,190,4,102514,2,90,30,3,1841743.0,0.8566,0,,2021-12-24,2021Q4,,24,0,train
82,LOAN00082,51,1332392,3,Married,PhD,19,118136,Home Loan,1985174,36,16.19,69979,Average,0,0.46,22,53,9,305937,1143947,0.76,4,0,0,0,2,170,4,109631,3,26,30,0,2433984.0,0.8156,0,,2020-11-06,2020Q4,,37,0,train
311,LOAN00311,22,966646,5,Divorced,Postgraduate,10,215893,Education Loan,543415,36,10.14,17570,Good,3,0.93,39,60,5,2393493,2226264,0.0,2,0,0,0,3,171,1,195647,2,114,15,3,,,0,,2019-04-08,2019Q2,,56,0,train
180,LOAN00180,37,1772712,27,Single,High School,18,436514,Auto Loan,1275854,72,8.24,22519,Average,0,0.65,66,22,2,1660802,821216,0.3,2,0,0,0,1,232,3,411235,2,50,0,0,1461298.0,0.8731,1,2021-10-18,2019-11-23,2019Q4,23.0,49,1,train
488,LOAN00488,39,1878125,12,Divorced,Postgraduate,18,448039,Business Loan,705806,48,11.77,18506,Poor,0,0.31,30,73,2,1740644,301579,0.9,1,2,2,1,1,191,6,482756,0,55,90,0,779288.0,0.9057,0,,2020-05-23,2020Q2,,43,0,train
449,LOAN00449,64,1507528,25,Married,High School,1,559331,Home Loan,1096431,60,12.94,24913,Good,1,0.25,46,60,9,648214,257839,0.69,0,0,0,0,0,165,0,532998,0,72,60,0,1275766.0,0.8594,0,,2020-01-04,2020Q1,,47,0,train
447,LOAN00447,61,2467054,29,Single,PhD,1,536988,Auto Loan,367592,60,10.17,7841,Good,5,0.62,55,66,7,1475305,1576270,0.78,2,0,0,0,2,24,2,593578,3,137,30,5,525119.0,0.7,0,,2020-02-18,2020Q1,,46,0,train
477,LOAN00477,44,2233330,28,Divorced,High School,6,655772,Home Loan,193736,48,17.12,5602,Average,3,0.28,8,63,10,2689458,1764230,0.47,2,1,0,0,0,213,9,739923,7,160,60,2,322724.0,0.6003,1,2020-09-30,2020-04-21,2020Q2,5.0,44,1,train
230,LOAN00230,60,1107562,4,Divorced,Graduate,18,568815,Personal Loan,990971,24,10.38,45902,Poor,0,0.1,21,45,5,2277334,1343187,0.7,3,1,0,0,2,226,8,564706,3,173,90,0,,,0,,2021-12-23,2021Q4,,24,0,train
260,LOAN00260,33,1563050,1,Married,Postgraduate,8,453084,Auto Loan,1744207,36,9.07,55522,Poor,0,0.28,16,13,8,1665073,2302673,0.02,3,0,0,0,3,159,2,518520,2,91,15,0,2261821.0,0.7712,1,2023-06-02,2020-11-04,2020Q4,31.0,37,1,train
354,LOAN00354,54,836632,14,Married,PhD,13,468535,Education Loan,1476232,24,10.91,68742,Good,1,0.49,29,44,7,211359,845202,0.38,3,0,0,0,1,20,5,541990,2,54,30,1,,,0,,2021-02-15,2021Q1,,34,0,train
468,LOAN00468,55,642735,11,Married,High School,19,22865,Home Loan,1100695,48,12.44,29223,Average,0,0.01,100,95,11,2483938,315632,0.82,3,0,0,0,0,55,2,1000,2,75,15,0,1827487.0,0.6023,0,,2020-11-30,2020Q4,,37,0,train
137,LOAN00137,52,2052855,23,Married,Postgraduate,1,273144,Business Loan,1720147,12,13.39,153953,Average,3,0.47,71,66,10,2607887,1467377,0.32,3,0,0,0,0,78,9,241745,7,15,0,2,2667603.0,0.6448,1,2022-07-25,2021-01-29,2021Q1,18.0,35,1,train
337,LOAN00337,32,2048506,2,Divorced,PhD,2,932155,Personal Loan,708622,60,7.09,14061,Average,5,0.39,76,25,8,1206262,127996,0.44,2,0,0,0,0,145,1,1004884,3,148,0,4,,,0,,2022-02-18,2022Q1,,22,0,train
164,LOAN00164,53,1123845,8,Married,Graduate,17,377040,Education Loan,286784,36,9.3,9159,Poor,1,0.87,58,68,6,1421111,923315,0.66,2,2,1,0,0,54,7,349348,3,111,30,1,,,0,,2021-05-12,2021Q2,,31,0,train
482,LOAN00482,46,1914782,25,Divorced,High School,8,274734,Business Loan,1166353,36,9.14,37165,Good,0,0.18,87,7,6,1667071,2218850,0.22,2,1,1,0,0,156,7,311716,2,171,90,0,2040762.0,0.5715,0,,2021-06-12,2021Q2,,30,0,train
238,LOAN00238,55,2048265,19,Married,Graduate,14,802559,Personal Loan,309323,60,9.61,6512,Poor,3,0.09,23,25,11,169509,598957,0.42,0,0,0,0,0,225,6,788606,3,148,30,3,,,0,,2019-08-04,2019Q3,,52,0,train
34,LOAN00034,40,757515,23,Married,Graduate,10,172731,Personal Loan,1912112,24,15.4,93075,Good,0,0.05,19,89,8,1491901,2321566,0.4,0,2,2,2,0,66,8,167975,2,52,90,0,,,1,2020-06-16,2019-06-19,2019Q2,12.0,54,1,train
268,LOAN00268,32,2435608,22,Single,Graduate,13,437395,Business Loan,490572,48,11.97,12911,Good,1,0.11,75,40,9,1576947,1293290,0.11,0,2,1,0,0,176,0,476086,1,14,90,1,603783.0,0.8125,0,,2022-02-24,2022Q1,,22,0,train
188,LOAN00188,35,1237763,17,Married,Postgraduate,8,196747,Home Loan,1480136,12,13.3,132410,Average,4,0.09,12,44,8,2244059,1699487,0.02,3,0,0,0,0,115,8,158479,4,27,0,3,2438010.0,0.6071,1,2023-02-01,2021-06-20,2021Q2,20.0,30,1,train
427,LOAN00427,26,792034,3,Single,Graduate,4,21861,Personal Loan,1339532,12,12.02,119028,Good,0,0.14,49,54,6,385215,151522,0.72,4,1,1,1,2,102,0,77017,1,14,60,0,,,0,,2020-08-14,2020Q3,,40,0,train
123,LOAN00123,55,1834365,15,Single,High School,4,827880,Auto Loan,916752,48,11.84,24069,Poor,0,0.09,35,9,8,324304,1250450,0.98,1,2,1,1,1,187,3,830105,2,115,60,0,1012895.0,0.9051,0,,2019-05-29,2019Q2,,55,0,train
105,LOAN00105,53,1145757,15,Married,PhD,1,832390,Home Loan,1886119,24,15.39,91801,Average,3,0.58,22,90,2,1228176,183676,0.25,2,1,1,1,0,112,6,914278,1,77,60,2,2151247.0,0.8768,0,,2019-07-17,2019Q3,,53,0,train
41,LOAN00041,22,782142,28,Single,Postgraduate,10,123140,Business Loan,1488322,36,10.83,48606,Good,0,0.84,5,41,11,2110361,2280052,0.16,1,1,1,1,0,112,9,137119,3,160,90,0,1912405.0,0.7782,0,,2019-03-29,2019Q1,,57,0,train
162,LOAN00162,25,643843,2,Divorced,Postgraduate,9,992331,Business Loan,1001410,24,16.62,49329,Poor,4,0.58,18,74,6,248251,1611355,0.97,4,1,0,0,0,169,7,963878,2,29,30,4,1252577.0,0.7995,0,,2019-06-14,2019Q2,,54,0,train
240,LOAN00240,59,441206,13,Married,PhD,19,980859,Auto Loan,312540,12,7.5,27115,Poor,3,0.23,72,61,6,986721,567954,0.3,1,1,1,0,0,90,1,1058650,4,40,60,3,475308.0,0.6576,1,2020-01-04,2019-06-04,2019Q2,7.0,54,1,train
37,LOAN00037,26,2406017,28,Single,High School,19,731149,Business Loan,1726456,12,11.93,153336,Good,1,0.24,84,16,1,2102137,1438778,0.91,3,0,0,0,0,174,3,772876,1,155,30,0,3096354.0,0.5576,0,,2019-06-29,2019Q2,,54,0,train
267,LOAN00267,52,2356969,20,Married,High School,1,531743,Personal Loan,104344,72,7.0,1778,Average,4,0.55,58,42,8,817297,118706,0.53,2,1,0,0,0,84,8,487283,2,165,30,4,,,1,2024-03-22,2021-05-06,2021Q2,34.0,31,1,train
489,LOAN00489,52,310456,22,Single,Postgraduate,4,892502,Auto Loan,1961824,48,14.17,53777,Good,2,0.71,54,10,5,2235177,1340417,0.93,1,0,0,0,2,220,3,896106,2,94,90,1,2872065.0,0.6831,0,,2019-12-20,2019Q4,,48,0,train
465,LOAN00465,33,1382640,7,Divorced,PhD,8,995038,Personal Loan,1746017,12,10.75,154112,Poor,1,0.12,77,44,3,2836819,660633,0.75,1,1,1,1,0,137,6,1087739,1,100,90,1,,,0,,2019-12-06,2019Q4,,48,0,train
494,LOAN00494,45,707085,25,Single,Postgraduate,17,773143,Home Loan,1638006,60,13.65,37816,Average,2,0.58,82,35,11,1501214,1485413,0.58,4,0,0,0,1,97,7,848726,0,99,30,1,1824163.0,0.8979,0,,2021-11-22,2021Q4,,25,0,train
57,LOAN00057,21,571748,16,Married,High School,2,286623,Business Loan,1689924,36,14.92,58515,Poor,3,0.58,97,11,6,2756002,1152020,0.34,1,0,0,0,0,191,0,364903,1,166,90,2,2931684.0,0.5764,0,,2019-09-22,2019Q3,,51,0,train
86,LOAN00086,63,284119,4,Single,High School,14,775767,Home Loan,419419,36,10.46,13624,Average,0,0.23,75,84,1,140459,297182,0.2,2,2,1,0,0,61,1,866081,3,168,60,0,628082.0,0.6678,0,,2020-02-16,2020Q1,,46,0,train
330,LOAN00330,30,1671950,2,Married,High School,7,195326,Personal Loan,1711472,72,10.76,32366,Poor,1,0.15,92,85,8,2739439,2165333,0.86,0,2,1,1,1,51,6,272427,3,169,60,0,,,0,,2020-07-12,2020Q3,,41,0,train
487,LOAN00487,35,1188439,9,Married,Graduate,19,986225,Home Loan,1722789,36,7.0,53194,Good,0,0.34,39,23,4,1187308,124649,0.86,2,0,0,0,0,103,6,1044981,0,87,60,0,1922969.0,0.8959,0,,2021-08-31,2021Q3,,28,0,train
166,LOAN00166,44,1614621,17,Married,Postgraduate,1,924249,Business Loan,786358,48,15.12,21932,Poor,0,0.22,30,96,8,2211983,703654,0.66,4,0,0,0,0,225,1,1013037,2,21,90,0,917969.0,0.8566,1,2022-03-22,2019-05-23,2019Q2,34.0,55,1,train
444,LOAN00444,47,240133,21,Single,Graduate,6,378306,Personal Loan,1706798,12,12.47,152022,Average,2,0.94,89,94,8,866935,649528,0.92,1,1,0,0,1,107,1,344641,0,158,15,2,,,0,,2019-01-09,2019Q1,,59,0,train
284,LOAN00284,42,1529520,6,Married,Postgraduate,14,953676,Personal Loan,182291,60,10.73,3938,Poor,5,0.34,86,25,7,1825810,2484869,0.32,0,0,0,0,0,31,7,909119,3,166,60,5,,,0,,2019-12-14,2019Q4,,48,0,train
90,LOAN00090,24,922487,17,Single,PhD,15,33277,Home Loan,1996842,12,10.18,175721,Poor,0,0.84,11,84,9,2005633,143070,0.38,4,0,0,0,0,142,2,55676,4,63,90,0,2815734.0,0.7092,1,2021-10-11,2021-06-26,2021Q2,4.0,30,1,train
229,LOAN00229,59,1453337,22,Married,Graduate,17,626812,Auto Loan,358657,60,16.4,8798,Average,0,0.0,58,80,1,926385,24160,0.58,2,0,0,0,1,135,5,593007,5,129,90,0,520345.0,0.6893,1,2022-06-09,2022-02-21,2022Q1,4.0,22,1,train
12,LOAN00012,22,558907,7,Divorced,PhD,2,841501,Personal Loan,209672,12,10.08,18441,Good,2,0.7,18,52,1,1123763,2116327,0.25,0,0,0,0,0,165,4,901055,2,121,15,1,,,0,,2021-12-23,2021Q4,,24,0,train
278,LOAN00278,58,2102558,4,Married,Postgraduate,4,130904,Education Loan,962053,12,20.14,89183,Average,0,0.72,71,93,1,391213,438518,0.65,4,1,0,0,0,123,7,118849,5,155,30,0,,,1,2020-10-15,2020-01-12,2020Q1,9.0,47,1,train
77,LOAN00077,51,1378071,4,Married,Graduate,2,436217,Auto Loan,1470970,72,13.73,30098,Poor,0,0.21,86,83,11,1738539,1836986,0.66,0,0,0,0,3,46,8,534579,3,89,30,0,2633379.0,0.5586,0,,2019-10-20,2019Q4,,50,0,train
20,LOAN00020,61,1947821,7,Single,Graduate,15,470683,Home Loan,1605121,24,10.76,74632,Poor,1,0.03,85,45,6,2444279,1766446,0.51,2,0,0,0,1,229,0,545582,1,102,0,1,1957633.0,0.8199,0,,2021-05-13,2021Q2,,31,0,train
2,LOAN00002,56,1247861,21,Single,High School,6,67739,Personal Loan,699903,48,10.29,17848,Good,0,0.65,88,92,10,251599,1073910,0.26,0,0,0,0,0,111,6,43957,0,136,0,0,,,0,,2021-02-18,2021Q1,,34,0,train
364,LOAN00364,29,1604437,13,Single,Graduate,3,759825,Business Loan,1375268,24,11.3,64289,Good,5,0.57,54,50,10,1030201,916663,0.91,2,2,1,0,0,163,3,845901,2,87,30,4,2247000.0,0.612,0,,2020-12-02,2020Q4,,36,0,train
44,LOAN00044,50,922667,6,Divorced,PhD,18,579080,Business Loan,964575,72,15.77,20801,Good,2,0.3,13,23,11,1564896,1793200,0.52,1,1,1,1,2,234,6,653403,3,11,60,2,1550202.0,0.6222,0,,2019-01-16,2019Q1,,59,0,train
273,LOAN00273,25,831377,13,Married,High School,6,350994,Auto Loan,927577,24,10.15,42867,Average,0,0.37,39,67,11,2856661,2163249,0.02,1,1,0,0,0,191,6,316002,0,19,90,0,1517144.0,0.6114,0,,2020-07-14,2020Q3,,41,0,train
457,LOAN00457,34,233418,28,Married,Postgraduate,1,586500,Auto Loan,720606,48,11.91,18944,Average,2,0.49,80,28,6,605521,1342682,0.97,4,0,0,0,1,85,1,575447,2,24,90,1,1146010.0,0.6288,0,,2019-11-01,2019Q4,,49,0,train
172,LOAN00172,40,2426633,19,Married,PhD,13,976083,Personal Loan,1296605,24,16.64,63883,Poor,0,0.75,92,92,8,2502512,342038,0.41,3,1,1,1,2,119,9,1042368,6,98,60,0,,,1,2024-10-21,2021-12-28,2021Q4,34.0,24,1,train
486,LOAN00486,23,2474082,9,Married,Graduate,16,989156,Personal Loan,502816,24,14.49,24258,Good,0,0.39,56,21,10,2379749,326475,0.71,4,0,0,0,0,28,0,1044336,1,52,60,0,,,0,,2019-10-03,2019Q4,,50,0,train
196,LOAN00196,52,1277741,5,Married,Graduate,13,261686,Education Loan,321496,24,11.37,15039,Good,1,0.74,38,61,10,2289606,1794952,0.81,2,2,1,0,0,57,7,225394,5,44,90,1,,,1,2023-03-11,2020-12-28,2020Q4,27.0,36,1,train
192,LOAN00192,30,1224185,14,Married,Graduate,4,304503,Personal Loan,1746867,36,7.0,53938,Good,0,0.08,83,19,1,974251,1986794,0.12,3,2,2,2,3,168,7,341209,7,169,90,0,,,1,2020-08-04,2020-02-09,2020Q1,6.0,46,1,train
237,LOAN00237,25,1506912,18,Single,Graduate,14,195840,Personal Loan,894936,48,12.77,23906,Good,1,0.76,30,50,7,1500132,710578,0.85,3,0,0,0,1,78,8,278464,3,106,0,1,,,1,2019-06-02,2019-02-12,2019Q1,4.0,58,1,train
93,LOAN00093,62,2458713,26,Married,Graduate,2,86155,Personal Loan,112036,12,14.07,10063,Average,1,0.39,6,41,2,1532002,1974228,0.52,0,0,0,0,0,229,0,90600,3,123,0,1,,,1,2023-08-06,2021-04-07,2021Q2,28.0,32,1,train
394,LOAN00394,48,1476978,11,Married,Graduate,11,563915,Auto Loan,244072,24,10.0,11262,Average,4,0.16,95,17,10,1941763,1782614,0.78,0,0,0,0,0,184,2,650370,6,23,30,4,317312.0,0.7692,1,2023-12-17,2021-03-23,2021Q1,33.0,33,1,train
390,LOAN00390,54,897104,28,Married,Graduate,4,90294,Auto Loan,513023,60,11.16,11195,Good,0,0.09,26,95,6,2155660,1877219,0.21,2,0,0,0,3,54,1,90848,2,129,30,0,625427.0,0.8203,0,,2020-10-03,2020Q4,,38,0,train
461,LOAN00461,44,2285510,5,Single,Graduate,19,770110,Personal Loan,1948230,60,10.76,42126,Poor,4,0.53,94,44,4,500711,2034678,0.12,4,0,0,0,0,85,4,838302,4,25,60,3,,,1,2022-09-17,2021-10-27,2021Q4,11.0,26,1,train
130,LOAN00130,47,1838067,1,Single,Postgraduate,17,890597,Education Loan,1547909,48,8.91,38453,Good,5,0.02,1,38,4,1251180,1051212,0.32,3,0,0,0,0,217,2,988601,2,148,15,4,,,1,2022-12-27,2020-03-19,2020Q1,33.0,45,1,train
92,LOAN00092,49,2118874,13,Married,Postgraduate,6,258599,Personal Loan,1936122,12,13.08,173001,Poor,2,0.76,6,16,3,2684531,1199394,0.72,3,0,0,0,0,10,7,248832,4,113,0,1,,,1,2023-12-29,2022-01-22,2022Q1,23.0,23,1,train
326,LOAN00326,60,2370074,18,Married,Postgraduate,13,515225,Auto Loan,395653,24,11.39,18512,Poor,4,0.22,88,27,3,2507762,152731,0.18,1,2,1,0,0,176,1,547033,6,20,90,4,537160.0,0.7366,1,2020-07-28,2020-01-22,2020Q1,6.0,47,1,train
208,LOAN00208,58,1804443,3,Married,PhD,9,967786,Home Loan,171323,12,12.58,15268,Average,0,0.8,70,100,8,2684351,1900033,0.77,1,0,0,0,1,140,1,963338,0,108,60,0,272708.0,0.6282,0,,2020-04-18,2020Q2,,44,0,train
396,LOAN00396,29,618955,24,Divorced,High School,11,534216,Business Loan,1334773,24,9.99,61586,Good,2,0.3,2,11,5,266016,495151,0.71,2,0,0,0,2,18,1,595800,6,105,90,2,2038482.0,0.6548,1,2022-08-10,2020-09-07,2020Q3,23.0,39,1,train
15,LOAN00015,64,1499765,12,Divorced,Graduate,3,934069,Business Loan,659127,12,10.61,58134,Average,2,0.05,93,12,8,2230011,1156672,0.61,3,0,0,0,0,227,6,892843,5,21,90,1,855117.0,0.7708,1,2023-10-03,2022-01-08,2022Q1,21.0,23,1,train
